"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
6.505693790E1,1.776670814E-1,-1.417747438E-1,9.879067421E0
6.506659509E1,1.944168359E-1,-1.489532143E-1,9.883852959E0
6.507625233E1,1.848455518E-1,-1.345962733E-1,9.876674652E0
6.508590957E1,1.728814393E-1,-1.561316848E-1,9.893424034E0
6.509556676E1,1.992024779E-1,-1.441675574E-1,9.883852959E0
6.510522400E1,1.800599098E-1,-1.609173268E-1,9.883852959E0
6.511488124E1,1.776670814E-1,-1.489532143E-1,9.879067421E0
6.512453842E1,1.944168359E-1,-1.465603858E-1,9.871889114E0
6.513419566E1,1.704886109E-1,-1.776670814E-1,9.881460190E0
6.514385285E1,1.728814393E-1,-1.585244983E-1,9.881460190E0
6.515351009E1,1.800599098E-1,-1.633101404E-1,9.871889114E0
6.516316728E1,1.728814393E-1,-1.609173268E-1,9.883852959E0
6.517282452E1,1.704886109E-1,-1.393819153E-1,9.874281883E0
6.518248176E1,1.752742529E-1,-1.513460279E-1,9.876674652E0
6.519213894E1,1.920240223E-1,-1.728814393E-1,9.876674652E0
6.520179618E1,1.872383654E-1,-1.537388563E-1,9.876674652E0
6.521145342E1,1.776670814E-1,-1.465603858E-1,9.871889114E0
6.522111061E1,1.800599098E-1,-1.513460279E-1,9.881460190E0
6.523076785E1,1.896311939E-1,-1.657029688E-1,9.883852959E0
6.524042504E1,1.920240223E-1,-1.489532143E-1,9.874281883E0
6.525008228E1,1.728814393E-1,-1.513460279E-1,9.881460190E0
6.525973946E1,1.728814393E-1,-1.537388563E-1,9.871889114E0
6.526939670E1,1.872383654E-1,-1.345962733E-1,9.876674652E0
6.527905394E1,1.872383654E-1,-1.561316848E-1,9.879067421E0
6.528871113E1,1.848455518E-1,-1.585244983E-1,9.883852959E0
6.529836837E1,1.920240223E-1,-1.657029688E-1,9.881460190E0
6.530802556E1,1.896311939E-1,-1.465603858E-1,9.883852959E0
6.531768280E1,1.704886109E-1,-1.585244983E-1,9.871889114E0
6.532734004E1,1.728814393E-1,-1.465603858E-1,9.886245728E0
6.533699722E1,1.728814393E-1,-1.561316848E-1,9.864710808E0
6.534665446E1,2.015953064E-1,-1.465603858E-1,9.883852959E0
6.535631165E1,1.704886109E-1,-1.633101404E-1,9.881460190E0
6.536596889E1,1.824527234E-1,-1.489532143E-1,9.869496346E0
6.537562613E1,1.848455518E-1,-1.657029688E-1,9.883852959E0
6.538528332E1,1.776670814E-1,-1.800599098E-1,9.888638496E0
6.539494056E1,1.896311939E-1,-1.465603858E-1,9.874281883E0
6.540459775E1,1.824527234E-1,-1.345962733E-1,9.891031265E0
6.541425498E1,1.920240223E-1,-1.465603858E-1,9.871889114E0
6.542391217E1,1.800599098E-1,-1.800599098E-1,9.879067421E0
6.543356941E1,1.944168359E-1,-1.657029688E-1,9.888638496E0
6.544322665E1,1.896311939E-1,-1.561316848E-1,9.886245728E0
6.545288384E1,1.776670814E-1,-1.680957973E-1,9.881460190E0
6.546254108E1,1.920240223E-1,-1.585244983E-1,9.879067421E0
6.547219827E1,1.944168359E-1,-1.513460279E-1,9.886245728E0
6.548185551E1,1.800599098E-1,-1.585244983E-1,9.869496346E0
6.549151275E1,1.824527234E-1,-1.728814393E-1,9.881460190E0
6.550116993E1,1.824527234E-1,-1.609173268E-1,9.874281883E0
6.551082717E1,1.992024779E-1,-1.561316848E-1,9.876674652E0
6.552048436E1,1.824527234E-1,-1.585244983E-1,9.881460190E0
6.553014160E1,2.087737769E-1,-1.609173268E-1,9.867103577E0
6.553979884E1,1.824527234E-1,-1.633101404E-1,9.859925270E0
6.554945603E1,1.848455518E-1,-1.465603858E-1,9.871889114E0
6.555911327E1,1.872383654E-1,-1.657029688E-1,9.874281883E0
6.556877045E1,1.944168359E-1,-1.609173268E-1,9.874281883E0
6.557842769E1,1.800599098E-1,-1.489532143E-1,9.888638496E0
6.558808493E1,1.992024779E-1,-1.441675574E-1,9.879067421E0
6.559774212E1,2.015953064E-1,-1.561316848E-1,9.879067421E0
6.560739936E1,2.039881349E-1,-1.561316848E-1,9.879067421E0
6.561705655E1,2.063809484E-1,-1.393819153E-1,9.874281883E0
6.562671379E1,1.776670814E-1,-1.537388563E-1,9.879067421E0
6.563637103E1,1.704886109E-1,-1.489532143E-1,9.893424034E0
6.564602821E1,1.752742529E-1,-1.513460279E-1,9.871889114E0
6.565568545E1,1.752742529E-1,-1.537388563E-1,9.881460190E0
6.566534264E1,1.800599098E-1,-1.537388563E-1,9.874281883E0
6.567499988E1,1.896311939E-1,-1.609173268E-1,9.886245728E0
6.568465712E1,1.776670814E-1,-1.657029688E-1,9.876674652E0
6.569431431E1,2.063809484E-1,-1.537388563E-1,9.879067421E0
6.570397155E1,1.992024779E-1,-1.752742529E-1,9.881460190E0
6.571362874E1,1.920240223E-1,-1.657029688E-1,9.871889114E0
6.572328598E1,1.752742529E-1,-1.680957973E-1,9.881460190E0
6.573294321E1,1.896311939E-1,-1.489532143E-1,9.874281883E0
6.574260040E1,1.704886109E-1,-1.657029688E-1,9.891031265E0
6.575225764E1,1.824527234E-1,-1.704886109E-1,9.881460190E0
6.576191483E1,1.800599098E-1,-1.441675574E-1,9.874281883E0
6.577157207E1,1.728814393E-1,-1.513460279E-1,9.862318039E0
6.578122926E1,1.728814393E-1,-1.561316848E-1,9.879067421E0
6.579088650E1,1.920240223E-1,-1.657029688E-1,9.874281883E0
6.580054374E1,1.680957973E-1,-1.609173268E-1,9.876674652E0
6.581020092E1,1.752742529E-1,-1.657029688E-1,9.876674652E0
6.581985816E1,1.848455518E-1,-1.609173268E-1,9.886245728E0
6.582951535E1,1.728814393E-1,-1.585244983E-1,9.881460190E0
6.583917259E1,1.824527234E-1,-1.465603858E-1,9.883852959E0
6.584882983E1,1.728814393E-1,-1.585244983E-1,9.871889114E0
6.585848702E1,1.776670814E-1,-1.561316848E-1,9.881460190E0
6.586814426E1,1.824527234E-1,-1.633101404E-1,9.883852959E0
6.587780144E1,1.752742529E-1,-1.465603858E-1,9.867103577E0
6.588745868E1,1.704886109E-1,-1.513460279E-1,9.876674652E0
6.589711592E1,1.800599098E-1,-1.728814393E-1,9.883852959E0
6.590677311E1,1.704886109E-1,-1.609173268E-1,9.881460190E0
6.591643035E1,1.776670814E-1,-1.585244983E-1,9.874281883E0
6.592608754E1,1.680957973E-1,-1.633101404E-1,9.876674652E0
6.593574478E1,1.968096644E-1,-1.585244983E-1,9.886245728E0
6.594540202E1,1.728814393E-1,-1.441675574E-1,9.876674652E0
6.595505920E1,1.728814393E-1,-1.489532143E-1,9.893424034E0
6.596471644E1,1.680957973E-1,-1.633101404E-1,9.874281883E0
6.597437363E1,1.633101404E-1,-1.489532143E-1,9.876674652E0
6.598403087E1,1.824527234E-1,-1.800599098E-1,9.876674652E0
6.599368811E1,1.609173268E-1,-1.609173268E-1,9.876674652E0
6.600334530E1,2.039881349E-1,-1.561316848E-1,9.879067421E0
6.601300254E1,1.728814393E-1,-1.680957973E-1,9.886245728E0
6.602265973E1,1.896311939E-1,-1.561316848E-1,9.881460190E0
6.603231696E1,1.920240223E-1,-1.489532143E-1,9.886245728E0
6.604197415E1,1.944168359E-1,-1.441675574E-1,9.883852959E0
6.605163139E1,1.800599098E-1,-1.537388563E-1,9.874281883E0
6.606128863E1,1.752742529E-1,-1.680957973E-1,9.881460190E0
6.607094582E1,1.920240223E-1,-1.489532143E-1,9.891031265E0
6.608060306E1,1.728814393E-1,-1.704886109E-1,9.895816803E0
6.609026025E1,1.824527234E-1,-1.489532143E-1,9.879067421E0
6.609991748E1,1.776670814E-1,-1.489532143E-1,9.886245728E0
6.610957467E1,1.848455518E-1,-1.609173268E-1,9.881460190E0
6.611923191E1,1.824527234E-1,-1.680957973E-1,9.879067421E0
6.612888915E1,1.728814393E-1,-1.513460279E-1,9.883852959E0
6.613854634E1,1.896311939E-1,-1.513460279E-1,9.879067421E0
6.614820358E1,1.824527234E-1,-1.633101404E-1,9.874281883E0
6.615786077E1,1.800599098E-1,-1.561316848E-1,9.871889114E0
6.616751801E1,1.944168359E-1,-1.465603858E-1,9.876674652E0
6.617717519E1,1.680957973E-1,-1.561316848E-1,9.879067421E0
6.618683243E1,1.896311939E-1,-1.537388563E-1,9.883852959E0
6.619648967E1,1.896311939E-1,-1.513460279E-1,9.883852959E0
6.620614686E1,2.015953064E-1,-1.633101404E-1,9.879067421E0
6.621580410E1,1.896311939E-1,-1.680957973E-1,9.874281883E0
6.622546129E1,1.920240223E-1,-1.537388563E-1,9.876674652E0
6.623511853E1,1.872383654E-1,-1.633101404E-1,9.876674652E0
6.624477577E1,1.872383654E-1,-1.513460279E-1,9.879067421E0
6.625443295E1,1.944168359E-1,-1.513460279E-1,9.888638496E0
6.626409019E1,1.704886109E-1,-1.609173268E-1,9.876674652E0
6.627374738E1,1.824527234E-1,-1.776670814E-1,9.886245728E0
6.628340462E1,1.944168359E-1,-1.609173268E-1,9.891031265E0
6.629306186E1,2.087737769E-1,-1.609173268E-1,9.876674652E0
6.630271905E1,1.848455518E-1,-1.441675574E-1,9.874281883E0
6.631237629E1,1.848455518E-1,-1.657029688E-1,9.883852959E0
6.632203348E1,1.944168359E-1,-1.537388563E-1,9.874281883E0
6.633169071E1,1.776670814E-1,-1.537388563E-1,9.886245728E0
6.634134795E1,1.896311939E-1,-1.465603858E-1,9.879067421E0
6.635100514E1,1.896311939E-1,-1.513460279E-1,9.891031265E0
6.636066238E1,1.896311939E-1,-1.513460279E-1,9.883852959E0
6.637031957E1,1.920240223E-1,-1.680957973E-1,9.874281883E0
6.637997681E1,1.585244983E-1,-1.489532143E-1,9.869496346E0
6.638963400E1,1.896311939E-1,-1.657029688E-1,9.883852959E0
6.639929124E1,1.920240223E-1,-1.824527234E-1,9.879067421E0
6.640894848E1,2.135594189E-1,-1.441675574E-1,9.876674652E0
6.641860566E1,1.872383654E-1,-1.633101404E-1,9.876674652E0
6.642826290E1,1.728814393E-1,-1.704886109E-1,9.876674652E0
6.643792009E1,1.872383654E-1,-1.537388563E-1,9.876674652E0
6.644757733E1,1.752742529E-1,-1.489532143E-1,9.874281883E0
6.645723457E1,1.776670814E-1,-1.513460279E-1,9.879067421E0
6.646689176E1,1.896311939E-1,-1.585244983E-1,9.881460190E0
6.647654900E1,2.039881349E-1,-1.657029688E-1,9.881460190E0
6.648620618E1,1.944168359E-1,-1.752742529E-1,9.886245728E0
6.649586342E1,1.704886109E-1,-1.633101404E-1,9.876674652E0
6.650552061E1,1.800599098E-1,-1.322034448E-1,9.862318039E0
6.651517785E1,1.824527234E-1,-1.704886109E-1,9.883852959E0
6.652483509E1,1.752742529E-1,-1.633101404E-1,9.881460190E0
6.653449228E1,1.776670814E-1,-1.609173268E-1,9.876674652E0
6.654414952E1,1.896311939E-1,-1.704886109E-1,9.879067421E0
6.655380670E1,1.776670814E-1,-1.585244983E-1,9.883852959E0
6.656346394E1,1.609173268E-1,-1.393819153E-1,9.895816803E0
6.657312118E1,1.848455518E-1,-1.441675574E-1,9.883852959E0
6.658277837E1,1.824527234E-1,-1.680957973E-1,9.876674652E0
6.659243561E1,1.633101404E-1,-1.680957973E-1,9.876674652E0
6.660209280E1,1.968096644E-1,-1.513460279E-1,9.879067421E0
6.661175004E1,1.752742529E-1,-1.513460279E-1,9.879067421E0
6.662140722E1,1.848455518E-1,-1.633101404E-1,9.881460190E0
6.663106446E1,1.848455518E-1,-1.489532143E-1,9.879067421E0
6.664072170E1,1.872383654E-1,-1.561316848E-1,9.871889114E0
6.665037889E1,1.920240223E-1,-1.561316848E-1,9.886245728E0
6.666003613E1,1.824527234E-1,-1.489532143E-1,9.881460190E0
6.666969332E1,1.800599098E-1,-1.680957973E-1,9.876674652E0
6.667935056E1,1.704886109E-1,-1.704886109E-1,9.876674652E0
6.668900775E1,1.824527234E-1,-1.657029688E-1,9.900602341E0
6.669866499E1,1.848455518E-1,-1.561316848E-1,9.871889114E0
6.670832222E1,1.752742529E-1,-1.752742529E-1,9.881460190E0
6.671797941E1,1.800599098E-1,-1.561316848E-1,9.886245728E0
6.672763665E1,1.848455518E-1,-1.609173268E-1,9.881460190E0
6.673729384E1,1.776670814E-1,-1.609173268E-1,9.867103577E0
6.674695108E1,1.585244983E-1,-1.657029688E-1,9.876674652E0
6.675660832E1,1.824527234E-1,-1.417747438E-1,9.881460190E0
6.676626551E1,1.848455518E-1,-1.513460279E-1,9.886245728E0
6.677592275E1,1.657029688E-1,-1.441675574E-1,9.874281883E0
6.678557993E1,1.537388563E-1,-1.561316848E-1,9.883852959E0
6.679523717E1,1.848455518E-1,-1.752742529E-1,9.881460190E0
6.680489436E1,1.752742529E-1,-1.657029688E-1,9.871889114E0
6.681455160E1,1.680957973E-1,-1.728814393E-1,9.876674652E0
6.682420884E1,1.776670814E-1,-1.752742529E-1,9.876674652E0
6.683386603E1,1.752742529E-1,-1.561316848E-1,9.881460190E0
6.684352327E1,1.728814393E-1,-1.441675574E-1,9.891031265E0
6.685318045E1,1.728814393E-1,-1.776670814E-1,9.871889114E0
6.686283769E1,1.824527234E-1,-1.561316848E-1,9.874281883E0
6.687249488E1,1.704886109E-1,-1.561316848E-1,9.881460190E0
6.688215212E1,1.776670814E-1,-1.345962733E-1,9.888638496E0
6.689180936E1,1.896311939E-1,-1.633101404E-1,9.895816803E0
6.690146655E1,1.896311939E-1,-1.585244983E-1,9.879067421E0
6.691112379E1,1.824527234E-1,-1.728814393E-1,9.876674652E0
6.692078098E1,1.776670814E-1,-1.776670814E-1,9.862318039E0
6.693043821E1,1.704886109E-1,-1.728814393E-1,9.888638496E0
6.694009545E1,2.039881349E-1,-1.680957973E-1,9.891031265E0
6.694975264E1,1.728814393E-1,-1.728814393E-1,9.879067421E0
6.695940988E1,1.992024779E-1,-1.704886109E-1,9.867103577E0
6.696906707E1,1.800599098E-1,-1.489532143E-1,9.876674652E0
6.697872431E1,1.800599098E-1,-1.680957973E-1,9.879067421E0
6.698838150E1,1.824527234E-1,-1.680957973E-1,9.879067421E0
6.699803874E1,1.824527234E-1,-1.561316848E-1,9.876674652E0
6.700769598E1,1.704886109E-1,-1.441675574E-1,9.874281883E0
6.701735316E1,1.824527234E-1,-1.728814393E-1,9.881460190E0
6.702701040E1,1.800599098E-1,-1.657029688E-1,9.881460190E0
6.703666759E1,1.848455518E-1,-1.585244983E-1,9.874281883E0
6.704632483E1,1.728814393E-1,-1.609173268E-1,9.879067421E0
6.705598202E1,1.776670814E-1,-1.728814393E-1,9.876674652E0
6.706563926E1,1.752742529E-1,-1.537388563E-1,9.874281883E0
6.707529650E1,1.728814393E-1,-1.513460279E-1,9.876674652E0
6.708495368E1,1.944168359E-1,-1.585244983E-1,9.888638496E0
6.709461092E1,1.944168359E-1,-1.513460279E-1,9.881460190E0
6.710426811E1,1.800599098E-1,-1.609173268E-1,9.879067421E0
6.711392535E1,1.728814393E-1,-1.633101404E-1,9.879067421E0
6.712358254E1,1.752742529E-1,-1.585244983E-1,9.886245728E0
6.713323978E1,1.824527234E-1,-1.561316848E-1,9.886245728E0
6.714289702E1,1.872383654E-1,-1.561316848E-1,9.879067421E0
6.715255420E1,1.704886109E-1,-1.609173268E-1,9.874281883E0
6.716221144E1,1.920240223E-1,-1.537388563E-1,9.881460190E0
6.717186863E1,1.848455518E-1,-1.537388563E-1,9.886245728E0
6.718152587E1,1.920240223E-1,-1.537388563E-1,9.876674652E0
6.719118306E1,1.896311939E-1,-1.680957973E-1,9.876674652E0
6.720084030E1,1.824527234E-1,-1.537388563E-1,9.879067421E0
6.721049754E1,1.920240223E-1,-1.274178028E-1,9.891031265E0
6.722015472E1,1.776670814E-1,-1.465603858E-1,9.874281883E0
6.722981196E1,1.776670814E-1,-1.561316848E-1,9.879067421E0
6.723946915E1,1.657029688E-1,-1.728814393E-1,9.879067421E0
6.724912639E1,1.800599098E-1,-1.513460279E-1,9.881460190E0
6.725878358E1,1.848455518E-1,-1.393819153E-1,9.893424034E0
6.726844082E1,1.704886109E-1,-1.465603858E-1,9.876674652E0
6.727809806E1,1.920240223E-1,-1.680957973E-1,9.879067421E0
6.728775525E1,1.776670814E-1,-1.585244983E-1,9.879067421E0
6.729741249E1,1.944168359E-1,-1.920240223E-1,9.888638496E0
6.730706967E1,1.752742529E-1,-1.657029688E-1,9.876674652E0
6.731672691E1,1.848455518E-1,-1.752742529E-1,9.888638496E0
6.732638410E1,1.920240223E-1,-1.537388563E-1,9.881460190E0
6.733604134E1,1.992024779E-1,-1.513460279E-1,9.881460190E0
6.734569858E1,1.800599098E-1,-1.633101404E-1,9.864710808E0
6.735535577E1,1.848455518E-1,-1.417747438E-1,9.879067421E0
6.736501301E1,1.752742529E-1,-1.633101404E-1,9.869496346E0
6.737467019E1,1.896311939E-1,-1.585244983E-1,9.883852959E0
6.738432743E1,1.872383654E-1,-1.657029688E-1,9.883852959E0
6.739398467E1,2.039881349E-1,-1.728814393E-1,9.874281883E0
6.740364186E1,1.824527234E-1,-1.585244983E-1,9.871889114E0
6.741329910E1,1.824527234E-1,-1.633101404E-1,9.879067421E0
6.742295629E1,1.824527234E-1,-1.513460279E-1,9.891031265E0
6.743261353E1,1.920240223E-1,-1.680957973E-1,9.874281883E0
6.744227071E1,1.776670814E-1,-1.465603858E-1,9.874281883E0
6.745192795E1,1.704886109E-1,-1.776670814E-1,9.886245728E0
6.746158514E1,1.824527234E-1,-1.489532143E-1,9.881460190E0
6.747124238E1,1.872383654E-1,-1.537388563E-1,9.883852959E0
6.748089957E1,1.872383654E-1,-1.657029688E-1,9.876674652E0
6.749055681E1,1.872383654E-1,-1.489532143E-1,9.883852959E0
6.750021405E1,1.752742529E-1,-1.633101404E-1,9.876674652E0
6.750987124E1,1.896311939E-1,-1.633101404E-1,9.876674652E0
6.751952848E1,1.872383654E-1,-1.609173268E-1,9.874281883E0
6.752918566E1,1.633101404E-1,-1.561316848E-1,9.876674652E0
6.753884290E1,1.776670814E-1,-1.704886109E-1,9.867103577E0
6.754850014E1,1.728814393E-1,-1.824527234E-1,9.886245728E0
6.755815733E1,1.657029688E-1,-1.585244983E-1,9.862318039E0
6.756781457E1,1.848455518E-1,-1.465603858E-1,9.869496346E0
6.757747176E1,1.800599098E-1,-1.872383654E-1,9.879067421E0
6.758712900E1,1.776670814E-1,-1.657029688E-1,9.891031265E0
6.759678618E1,1.848455518E-1,-1.489532143E-1,9.886245728E0
6.760644342E1,1.848455518E-1,-1.609173268E-1,9.893424034E0
6.761610066E1,1.728814393E-1,-1.561316848E-1,9.883852959E0
6.762575785E1,1.872383654E-1,-1.633101404E-1,9.869496346E0
6.763541509E1,1.824527234E-1,-1.680957973E-1,9.879067421E0
6.764507228E1,1.872383654E-1,-1.513460279E-1,9.879067421E0
6.765472952E1,1.752742529E-1,-1.465603858E-1,9.874281883E0
6.766438670E1,1.680957973E-1,-1.657029688E-1,9.869496346E0
6.767404394E1,2.015953064E-1,-1.537388563E-1,9.881460190E0
6.768370118E1,1.824527234E-1,-1.609173268E-1,9.879067421E0
6.769335837E1,1.872383654E-1,-1.657029688E-1,9.881460190E0
6.770301561E1,1.752742529E-1,-1.513460279E-1,9.876674652E0
6.771267280E1,1.800599098E-1,-1.680957973E-1,9.876674652E0
6.772233004E1,1.776670814E-1,-1.800599098E-1,9.881460190E0
6.773198722E1,1.680957973E-1,-1.776670814E-1,9.871889114E0
6.774164446E1,1.800599098E-1,-1.752742529E-1,9.869496346E0
6.775130170E1,1.800599098E-1,-1.657029688E-1,9.876674652E0
6.776095889E1,1.872383654E-1,-1.441675574E-1,9.857531548E0
6.777061613E1,1.728814393E-1,-1.776670814E-1,9.883852959E0
6.778027332E1,1.657029688E-1,-1.609173268E-1,9.876674652E0
6.778993056E1,1.872383654E-1,-1.680957973E-1,9.876674652E0
6.779958775E1,1.728814393E-1,-1.680957973E-1,9.881460190E0
6.780924498E1,1.896311939E-1,-1.345962733E-1,9.876674652E0
6.781890222E1,1.728814393E-1,-1.465603858E-1,9.891031265E0
6.782855941E1,1.752742529E-1,-1.561316848E-1,9.881460190E0
6.783821665E1,1.752742529E-1,-1.537388563E-1,9.881460190E0
6.784787384E1,1.752742529E-1,-1.537388563E-1,9.888638496E0
6.785753108E1,1.657029688E-1,-1.561316848E-1,9.883852959E0
6.786718827E1,1.752742529E-1,-1.633101404E-1,9.883852959E0
6.787684551E1,1.776670814E-1,-1.561316848E-1,9.888638496E0
6.788650275E1,1.848455518E-1,-1.704886109E-1,9.886245728E0
6.789615993E1,1.824527234E-1,-1.609173268E-1,9.886245728E0
6.790581717E1,1.824527234E-1,-1.633101404E-1,9.874281883E0
6.791547436E1,1.800599098E-1,-1.609173268E-1,9.886245728E0
6.792513160E1,1.968096644E-1,-1.513460279E-1,9.900602341E0
6.793478879E1,1.800599098E-1,-1.824527234E-1,9.876674652E0
6.794444603E1,1.752742529E-1,-1.680957973E-1,9.883852959E0
6.795410321E1,1.657029688E-1,-1.417747438E-1,9.881460190E0
6.796376045E1,1.872383654E-1,-1.824527234E-1,9.879067421E0
6.797341769E1,1.704886109E-1,-1.513460279E-1,9.876674652E0
6.798307488E1,1.752742529E-1,-1.680957973E-1,9.888638496E0
6.799273212E1,1.824527234E-1,-1.609173268E-1,9.879067421E0
6.800238931E1,1.704886109E-1,-1.609173268E-1,9.881460190E0
6.801204655E1,1.776670814E-1,-1.657029688E-1,9.888638496E0
6.802170379E1,1.920240223E-1,-1.848455518E-1,9.883852959E0
6.803136098E1,1.824527234E-1,-1.585244983E-1,9.883852959E0
6.804101821E1,1.680957973E-1,-1.561316848E-1,9.886245728E0
6.805067540E1,1.872383654E-1,-1.537388563E-1,9.886245728E0
6.806033264E1,1.944168359E-1,-1.465603858E-1,9.883852959E0
6.806998983E1,1.896311939E-1,-1.728814393E-1,9.888638496E0
6.807964707E1,1.680957973E-1,-1.609173268E-1,9.867103577E0
6.808930426E1,1.896311939E-1,-1.776670814E-1,9.883852959E0
6.809896150E1,1.704886109E-1,-1.704886109E-1,9.891031265E0
6.810861868E1,1.752742529E-1,-1.489532143E-1,9.876674652E0
6.811827592E1,1.657029688E-1,-1.417747438E-1,9.881460190E0
6.812793316E1,1.848455518E-1,-1.513460279E-1,9.876674652E0
6.813759035E1,1.800599098E-1,-1.704886109E-1,9.883852959E0
6.814724759E1,1.800599098E-1,-1.585244983E-1,9.876674652E0
6.815690478E1,1.848455518E-1,-1.322034448E-1,9.874281883E0
6.816656202E1,2.111666054E-1,-1.633101404E-1,9.876674652E0
6.817621920E1,1.704886109E-1,-1.537388563E-1,9.876674652E0
6.818587644E1,1.704886109E-1,-1.561316848E-1,9.881460190E0
6.819553368E1,1.848455518E-1,-1.752742529E-1,9.888638496E0
6.820519087E1,1.776670814E-1,-1.585244983E-1,9.874281883E0
6.821484811E1,1.800599098E-1,-1.537388563E-1,9.893424034E0
6.822450530E1,1.728814393E-1,-1.776670814E-1,9.881460190E0
6.823416254E1,1.800599098E-1,-1.609173268E-1,9.883852959E0
6.824381973E1,1.752742529E-1,-1.728814393E-1,9.881460190E0
6.825347696E1,1.824527234E-1,-1.680957973E-1,9.874281883E0
6.826313420E1,1.872383654E-1,-1.800599098E-1,9.893424034E0
6.827279139E1,1.800599098E-1,-1.609173268E-1,9.886245728E0
6.828244863E1,1.824527234E-1,-1.776670814E-1,9.874281883E0
6.829210582E1,1.848455518E-1,-1.537388563E-1,9.876674652E0
6.830176306E1,1.824527234E-1,-1.680957973E-1,9.886245728E0
6.831142025E1,1.896311939E-1,-1.417747438E-1,9.888638496E0
6.832107748E1,1.752742529E-1,-1.585244983E-1,9.891031265E0
6.833073467E1,1.896311939E-1,-1.561316848E-1,9.888638496E0
6.834039191E1,1.704886109E-1,-1.585244983E-1,9.886245728E0
6.835004915E1,1.657029688E-1,-1.585244983E-1,9.886245728E0
6.835970634E1,1.944168359E-1,-1.465603858E-1,9.874281883E0
6.836936358E1,1.800599098E-1,-1.609173268E-1,9.886245728E0
6.837902077E1,1.896311939E-1,-1.728814393E-1,9.879067421E0
6.838867801E1,1.824527234E-1,-1.393819153E-1,9.883852959E0
6.839833519E1,1.776670814E-1,-1.489532143E-1,9.879067421E0
6.840799243E1,2.015953064E-1,-1.561316848E-1,9.867103577E0
6.841764962E1,1.680957973E-1,-1.704886109E-1,9.881460190E0
6.842730686E1,1.680957973E-1,-1.489532143E-1,9.883852959E0
6.843696410E1,1.752742529E-1,-1.489532143E-1,9.869496346E0
6.844662129E1,1.728814393E-1,-1.489532143E-1,9.879067421E0
6.845627853E1,1.968096644E-1,-1.585244983E-1,9.883852959E0
6.846593571E1,1.944168359E-1,-1.800599098E-1,9.869496346E0
6.847559295E1,1.896311939E-1,-1.728814393E-1,9.874281883E0
6.848525014E1,1.752742529E-1,-1.393819153E-1,9.876674652E0
6.849490738E1,1.776670814E-1,-1.680957973E-1,9.871889114E0
6.850456457E1,1.848455518E-1,-1.633101404E-1,9.888638496E0
6.851422181E1,1.752742529E-1,-1.513460279E-1,9.893424034E0
6.852387905E1,1.657029688E-1,-1.489532143E-1,9.871889114E0
6.853353624E1,1.657029688E-1,-1.393819153E-1,9.881460190E0
6.854319348E1,1.848455518E-1,-1.561316848E-1,9.876674652E0
6.855285066E1,1.752742529E-1,-1.680957973E-1,9.879067421E0
6.856250790E1,1.944168359E-1,-1.633101404E-1,9.879067421E0
6.857216509E1,1.776670814E-1,-1.824527234E-1,9.876674652E0
6.858182233E1,1.896311939E-1,-1.704886109E-1,9.876674652E0
6.859147952E1,1.704886109E-1,-1.657029688E-1,9.876674652E0
6.860113676E1,1.728814393E-1,-1.585244983E-1,9.871889114E0
6.861079400E1,1.944168359E-1,-1.561316848E-1,9.876674652E0
6.862045118E1,1.824527234E-1,-1.585244983E-1,9.881460190E0
6.863010842E1,1.896311939E-1,-1.489532143E-1,9.879067421E0
6.863976561E1,2.039881349E-1,-1.465603858E-1,9.883852959E0
6.864942285E1,1.824527234E-1,-1.609173268E-1,9.891031265E0
6.865908004E1,1.824527234E-1,-1.585244983E-1,9.900602341E0
6.866873728E1,1.680957973E-1,-1.728814393E-1,9.891031265E0
6.867839452E1,1.968096644E-1,-1.537388563E-1,9.886245728E0
6.868805170E1,1.680957973E-1,-1.680957973E-1,9.891031265E0
6.869770894E1,1.776670814E-1,-1.513460279E-1,9.883852959E0
6.870736613E1,1.824527234E-1,-1.513460279E-1,9.886245728E0
6.871702337E1,1.776670814E-1,-1.513460279E-1,9.888638496E0
6.872668056E1,1.704886109E-1,-1.561316848E-1,9.869496346E0
6.873633780E1,1.776670814E-1,-1.465603858E-1,9.891031265E0
6.874599499E1,1.920240223E-1,-1.561316848E-1,9.886245728E0
6.875565222E1,1.824527234E-1,-1.465603858E-1,9.879067421E0
6.876530946E1,1.728814393E-1,-1.633101404E-1,9.883852959E0
6.877496665E1,1.728814393E-1,-1.633101404E-1,9.879067421E0
6.878462389E1,1.728814393E-1,-1.609173268E-1,9.886245728E0
6.879428108E1,1.848455518E-1,-1.489532143E-1,9.883852959E0
6.880393832E1,1.992024779E-1,-1.465603858E-1,9.886245728E0
6.881359551E1,1.680957973E-1,-1.513460279E-1,9.883852959E0
6.882325275E1,1.657029688E-1,-1.513460279E-1,9.888638496E0
6.883290998E1,1.585244983E-1,-1.609173268E-1,9.869496346E0
6.884256717E1,1.680957973E-1,-1.609173268E-1,9.874281883E0
6.885222436E1,1.848455518E-1,-1.704886109E-1,9.876674652E0
6.886188160E1,1.944168359E-1,-1.680957973E-1,9.883852959E0
6.887153884E1,1.776670814E-1,-1.752742529E-1,9.879067421E0
6.888119603E1,1.776670814E-1,-1.657029688E-1,9.867103577E0
6.889085327E1,1.752742529E-1,-1.513460279E-1,9.876674652E0
