"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.768538220E-1,-1.621137410E-1,9.750752151E-2,9.876674652E0,9.878486259E0
7.792681440E-1,-1.812563092E-1,5.204389244E-2,9.893424034E0,9.895221146E0
7.816824670E-1,-1.812563092E-1,5.204389244E-2,9.895816803E0,9.897613481E0
7.840967900E-1,-1.740778536E-1,7.357929647E-2,9.879067421E0,9.880874967E0
7.865111650E-1,-1.668993831E-1,6.640082598E-2,9.867103577E0,9.868738393E0
7.889254880E-1,-1.812563092E-1,4.725824669E-2,9.888638496E0,9.890412454E0
7.913398110E-1,-1.812563092E-1,3.050848842E-2,9.883852959E0,9.885561892E0
7.937541860E-1,-1.453639716E-1,4.965107143E-2,9.867103577E0,9.868299190E0
7.961685090E-1,-1.908276081E-1,4.247260094E-2,9.895816803E0,9.897747688E0
7.985828320E-1,-2.099701911E-1,6.400800496E-2,9.859925270E0,9.862368419E0
8.009972070E-1,-2.123630047E-1,5.204389244E-2,9.893424034E0,9.895839819E0
8.034115300E-1,-1.740778536E-1,6.400800496E-2,9.886245728E0,9.887985372E0
8.058258530E-1,-1.908276081E-1,7.836493850E-2,9.895816803E0,9.897966783E0
8.082402280E-1,-1.860419661E-1,5.682953820E-2,9.867103577E0,9.869020934E0
8.106545510E-1,-1.477568001E-1,5.922235921E-2,9.871889114E0,9.873172441E0
8.130688740E-1,-1.740778536E-1,7.836493850E-2,9.879067421E0,9.880911763E0
8.154831970E-1,-1.812563092E-1,7.118647546E-2,9.888638496E0,9.890555731E0
8.178975720E-1,-1.477568001E-1,8.554340899E-2,9.883852959E0,9.885327463E0
8.203118940E-1,-1.764706671E-1,5.443671346E-2,9.881460190E0,9.883185758E0
8.227262170E-1,-1.980060786E-1,1.190429255E-1,9.871889114E0,9.874592261E0
8.251405920E-1,-1.836491376E-1,9.511470050E-2,9.881460190E0,9.883624300E0
8.275549150E-1,-1.333998591E-1,5.443671346E-2,9.879067421E0,9.880118015E0
8.299692380E-1,-1.692921966E-1,8.315058798E-2,9.871889114E0,9.873690726E0
8.323836130E-1,-1.645065546E-1,4.486542568E-2,9.879067421E0,9.880538873E0
8.347979360E-1,-1.836491376E-1,2.572284266E-2,9.891031265E0,9.892769489E0
8.372122590E-1,-1.764706671E-1,5.922235921E-2,9.917352676E0,9.919099419E0
8.396266340E-1,-1.908276081E-1,4.247260094E-2,9.888638496E0,9.890570783E0
8.420409570E-1,-2.219343036E-1,7.357929647E-2,9.876674652E0,9.879441833E0
8.444552800E-1,-1.286142170E-1,1.022931710E-1,9.864710808E0,9.866079507E0
8.468696550E-1,-1.836491376E-1,8.075776696E-2,9.862318039E0,9.864358364E0
8.492839780E-1,-1.453639716E-1,8.075776696E-2,9.886245728E0,9.887644163E0
8.516983010E-1,-2.171486616E-1,2.811566554E-2,9.883852959E0,9.886278033E0
8.541126240E-1,-1.621137410E-1,8.315058798E-2,9.888638496E0,9.890316790E0
8.565269990E-1,-1.884347796E-1,1.238285750E-1,9.881460190E0,9.884032409E0
8.589413220E-1,-1.692921966E-1,1.070788130E-1,9.888638496E0,9.890667168E0
8.613556440E-1,-1.549352705E-1,7.357929647E-2,9.891031265E0,9.892518301E0
8.637700190E-1,-1.740778536E-1,7.597211748E-2,9.886245728E0,9.888070057E0
8.661843420E-1,-2.075773627E-1,7.597211748E-2,9.864710808E0,9.867187008E0
8.685986650E-1,-1.692921966E-1,1.214357466E-1,9.876674652E0,9.878871832E0
8.710130400E-1,-1.812563092E-1,9.032905847E-2,9.864710808E0,9.866789372E0
8.734273630E-1,-1.908276081E-1,6.400800496E-2,9.883852959E0,9.885902160E0
8.758416860E-1,-1.884347796E-1,5.922235921E-2,9.871889114E0,9.873864980E0
8.782560610E-1,-1.764706671E-1,9.750752151E-2,9.893424034E0,9.895478196E0
8.806703840E-1,-1.716850251E-1,7.836493850E-2,9.874281883E0,9.876085233E0
8.830847070E-1,-1.501496136E-1,3.050848842E-2,9.881460190E0,9.882647983E0
8.854990820E-1,-2.027917206E-1,8.315058798E-2,9.874281883E0,9.876714090E0
8.879134050E-1,-1.788634956E-1,8.554340899E-2,9.891031265E0,9.893018211E0
8.903277280E-1,-1.932204217E-1,1.022931710E-1,9.862318039E0,9.864741007E0
8.927420510E-1,-1.621137410E-1,6.879365444E-2,9.883852959E0,9.885421728E0
8.951564260E-1,-1.716850251E-1,7.118647546E-2,9.898209572E0,9.899954343E0
8.975707490E-1,-1.668993831E-1,8.554340899E-2,9.886245728E0,9.888024457E0
8.999850720E-1,-1.525424421E-1,5.443671346E-2,9.893424034E0,9.894749702E0
9.023994470E-1,-1.740778536E-1,8.793623000E-2,9.883852959E0,9.885776914E0
9.048137690E-1,-1.764706671E-1,9.032905847E-2,9.881460190E0,9.883448625E0
9.072280920E-1,-1.692921966E-1,9.511470050E-2,9.883852959E0,9.885760262E0
9.096424670E-1,-1.692921966E-1,1.214357466E-1,9.881460190E0,9.883656306E0
9.120567900E-1,-1.549352705E-1,8.315058798E-2,9.883852959E0,9.885416950E0
9.144711130E-1,-1.764706671E-1,9.032905847E-2,9.893424034E0,9.895410065E0
9.168854880E-1,-1.716850251E-1,1.142572835E-1,9.893424034E0,9.895573232E0
9.192998110E-1,-1.645065546E-1,7.836493850E-2,9.895816803E0,9.897494313E0
9.217141340E-1,-1.956132501E-1,2.333002165E-2,9.902996063E0,9.904955319E0
9.241285090E-1,-1.788634956E-1,6.400800496E-2,9.895816803E0,9.897640091E0
9.265428320E-1,-2.099701911E-1,7.357929647E-2,9.900602341E0,9.903101943E0
9.289571550E-1,-1.668993831E-1,5.922235921E-2,9.883852959E0,9.885439393E0
9.313714780E-1,-2.027917206E-1,4.725824669E-2,9.907781601E0,9.909969429E0
9.337858530E-1,-1.908276081E-1,7.357929647E-2,9.893424034E0,9.895537793E0
9.362001760E-1,-1.692921966E-1,6.640082598E-2,9.888638496E0,9.890310421E0
9.386144990E-1,-1.549352705E-1,9.511470050E-2,9.869496346E0,9.871170643E0
9.410288740E-1,-1.716850251E-1,9.511470050E-2,9.876674652E0,9.878624638E0
9.434431970E-1,-1.812563092E-1,1.070788130E-1,9.862318039E0,9.864564705E0
9.458575190E-1,-1.836491376E-1,8.075776696E-2,9.881460190E0,9.883496563E0
9.482718940E-1,-1.788634956E-1,1.166501045E-1,9.874281883E0,9.876590611E0
9.506862170E-1,-1.908276081E-1,5.922235921E-2,9.883852959E0,9.885872332E0
9.531005400E-1,-1.740778536E-1,5.922235921E-2,9.886245728E0,9.887955551E0
9.555149150E-1,-1.884347796E-1,7.357929647E-2,9.886245728E0,9.888315133E0
9.579292380E-1,-1.740778536E-1,1.022931710E-1,9.900602341E0,9.902660940E0
9.603435610E-1,-1.692921966E-1,5.922235921E-2,9.881460190E0,9.883087707E0
9.627579360E-1,-2.075773627E-1,7.118647546E-2,9.881460190E0,9.883896568E0
9.651722590E-1,-1.740778536E-1,8.075776696E-2,9.864710808E0,9.866577129E0
9.675865820E-1,-1.764706671E-1,8.793623000E-2,9.886245728E0,9.888211631E0
9.700009050E-1,-2.147558331E-1,1.094716340E-1,9.888638496E0,9.891575983E0
9.724152800E-1,-2.195414752E-1,8.075776696E-2,9.888638496E0,9.891404935E0
9.748296030E-1,-1.764706671E-1,5.443671346E-2,9.883852959E0,9.885578110E0
9.772439260E-1,-1.357926875E-1,4.965107143E-2,9.867103577E0,9.868162842E0
9.796583010E-1,-1.429711580E-1,6.879365444E-2,9.879067421E0,9.880341412E0
9.820726240E-1,-1.333998591E-1,1.022931710E-1,9.912567139E0,9.913992470E0
9.844869470E-1,-1.956132501E-1,4.007977992E-2,9.886245728E0,9.888262007E0
9.869013220E-1,-1.932204217E-1,4.725824669E-2,9.886245728E0,9.888246663E0
9.893156440E-1,-1.884347796E-1,6.879365444E-2,9.864710808E0,9.866750202E0
9.917299670E-1,-1.525424421E-1,9.032905847E-2,9.891031265E0,9.892619877E0
9.941443420E-1,-1.812563092E-1,7.118647546E-2,9.886245728E0,9.888163427E0
9.965586650E-1,-1.549352705E-1,6.161518395E-2,9.871889114E0,9.873297122E0
9.989729880E-1,-1.764706671E-1,6.640082598E-2,9.900602341E0,9.902397572E0
1.001387363E0,-1.788634956E-1,4.187439568E-3,9.886245728E0,9.887864495E0
1.003801686E0,-2.075773627E-1,8.554340899E-2,9.876674652E0,9.879226094E0
1.006216009E0,-1.429711580E-1,7.836493850E-2,9.869496346E0,9.870842919E0
1.008630332E0,-1.405783296E-1,7.836493850E-2,9.869496346E0,9.870808551E0
1.011044707E0,-2.003988922E-1,3.768695518E-2,9.898209572E0,9.900309730E0
1.013459030E0,-1.980060786E-1,7.118647546E-2,9.857531548E0,9.859776982E0
1.015873353E0,-2.051845491E-1,9.272187948E-2,9.867103577E0,9.869672286E0
1.018287728E0,-1.812563092E-1,9.272187948E-2,9.871889114E0,9.873988347E0
1.020702051E0,-1.573280841E-1,7.357929647E-2,9.864710808E0,9.866239677E0
1.023116374E0,-1.836491376E-1,6.400800496E-2,9.874281883E0,9.876196978E0
1.025530749E0,-1.381855011E-1,5.682953820E-2,9.898209572E0,9.899337228E0
1.027945072E0,-1.477568001E-1,7.597211748E-2,9.869496346E0,9.870894688E0
1.030359394E0,-1.597209126E-1,6.879365444E-2,9.864710808E0,9.866243594E0
1.032773717E0,-1.692921966E-1,2.572284266E-2,9.883852959E0,9.885336151E0
1.035188092E0,-1.884347796E-1,6.400800496E-2,9.876674652E0,9.878679409E0
1.037602415E0,-1.764706671E-1,8.075776696E-2,9.881460190E0,9.883365783E0
1.040016790E0,-2.318046987E-1,8.075776696E-2,9.900602341E0,9.903644882E0
1.042431113E0,-1.764706671E-1,7.597211748E-2,9.895816803E0,9.897681742E0
1.044845436E0,-1.812563092E-1,4.247260094E-2,9.900602341E0,9.902352472E0
1.047259759E0,-2.027917206E-1,5.204389244E-2,9.883852959E0,9.886070117E0
1.049674134E0,-1.740778536E-1,6.640082598E-2,9.874281883E0,9.876039433E0
1.052088457E0,-1.668993831E-1,2.572284266E-2,9.879067421E0,9.880510623E0
1.054502780E0,-1.740778536E-1,4.725824669E-2,9.874281883E0,9.875929280E0
1.056917155E0,-1.932204217E-1,6.879365444E-2,9.879067421E0,9.881196274E0
1.059331478E0,-1.836491376E-1,6.400800496E-2,9.907781601E0,9.909690221E0
1.061745801E0,-2.075773627E-1,1.286142170E-1,9.876674652E0,9.879692918E0
1.064160176E0,-1.908276081E-1,7.357929647E-2,9.874281883E0,9.876399739E0
1.066574499E0,-1.740778536E-1,6.400800496E-2,9.898209572E0,9.899947114E0
1.068988822E0,-1.573280841E-1,8.554340899E-2,9.893424034E0,9.895044665E0
1.071403144E0,-2.003988922E-1,8.315058798E-2,9.898209572E0,9.900587178E0
1.073817519E0,-2.027917206E-1,6.640082598E-2,9.886245728E0,9.888548333E0
1.076231842E0,-1.716850251E-1,9.511470050E-2,9.876674652E0,9.878624638E0
1.078646165E0,-1.453639716E-1,7.118647546E-2,9.888638496E0,9.889963069E0
1.081060540E0,-1.932204217E-1,6.879365444E-2,9.867103577E0,9.869235010E0
1.083474863E0,-1.668993831E-1,7.357929647E-2,9.891031265E0,9.892712914E0
1.085889186E0,-1.621137410E-1,8.793623000E-2,9.881460190E0,9.883181124E0
1.088303561E0,-1.860419661E-1,7.118647546E-2,9.876674652E0,9.878683177E0
1.090717884E0,-2.099701911E-1,7.357929647E-2,9.859925270E0,9.862435182E0
1.093132207E0,-1.836491376E-1,9.032905847E-2,9.888638496E0,9.890756172E0
1.095546582E0,-1.692921966E-1,7.836493850E-2,9.888638496E0,9.890397981E0
1.097960905E0,-1.812563092E-1,3.050848842E-2,9.895816803E0,9.897523671E0
1.100375228E0,-1.692921966E-1,5.443671346E-2,9.893424034E0,9.895022098E0
1.102789551E0,-1.836491376E-1,3.768695518E-2,9.883852959E0,9.885630816E0
1.105203926E0,-1.214357466E-1,5.682953820E-2,9.886245728E0,9.887154840E0
1.107618249E0,-2.003988922E-1,9.272187948E-2,9.891031265E0,9.893495669E0
1.110032572E0,-1.812563092E-1,6.879365444E-2,9.895816803E0,9.897715727E0
1.112446947E0,-1.621137410E-1,9.272187948E-2,9.895816803E0,9.897578917E0
1.114861269E0,-1.908276081E-1,5.682953820E-2,9.869496346E0,9.871504591E0
1.117275592E0,-1.740778536E-1,5.204389244E-2,9.888638496E0,9.890307527E0
1.119689967E0,-1.597209126E-1,7.836493850E-2,9.864710808E0,9.866314973E0
1.122104290E0,-1.788634956E-1,9.511470050E-2,9.888638496E0,9.890713335E0
1.124518613E0,-1.668993831E-1,5.204389244E-2,9.886245728E0,9.887791389E0
1.126932988E0,-1.836491376E-1,5.682953820E-2,9.871889114E0,9.873760747E0
1.129347311E0,-1.932204217E-1,3.290131316E-2,9.867103577E0,9.869050087E0
1.131761634E0,-1.645065546E-1,7.357929647E-2,9.891031265E0,9.892672834E0
1.134176009E0,-1.405783296E-1,4.247260094E-2,9.881460190E0,9.882551375E0
1.136590332E0,-1.908276081E-1,2.811566554E-2,9.905388832E0,9.907266706E0
1.139004655E0,-1.621137410E-1,8.075776696E-2,9.888638496E0,9.890296962E0
1.141418978E0,-1.740778536E-1,5.682953820E-2,9.895816803E0,9.897510944E0
1.143833353E0,-1.716850251E-1,5.922235921E-2,9.883852959E0,9.885521349E0
1.146247676E0,-1.525424421E-1,8.793623000E-2,9.864710808E0,9.866282040E0
1.148661999E0,-1.525424421E-1,6.400800496E-2,9.864710808E0,9.866097787E0
1.151076374E0,-1.716850251E-1,6.400800496E-2,9.888638496E0,9.890335893E0
1.153490697E0,-1.836491376E-1,6.879365444E-2,9.888638496E0,9.890582940E0
1.155905019E0,-1.908276081E-1,7.118647546E-2,9.886245728E0,9.888343505E0
1.158319394E0,-2.003988922E-1,2.333002165E-2,9.876674652E0,9.878735050E0
1.160733717E0,-1.812563092E-1,8.793623000E-2,9.862318039E0,9.864375486E0
1.163148040E0,-2.051845491E-1,6.400800496E-2,9.874281883E0,9.876620902E0
1.165562363E0,-1.477568001E-1,3.529413417E-2,9.902996063E0,9.904161185E0
1.167976738E0,-1.692921966E-1,8.793623000E-2,9.898209572E0,9.900047745E0
1.170391061E0,-1.549352705E-1,7.836493850E-2,9.883852959E0,9.885377854E0
1.172805384E0,-1.788634956E-1,3.529413417E-2,9.871889114E0,9.873572429E0
1.175219759E0,-1.692921966E-1,8.554340899E-2,9.874281883E0,9.876103494E0
1.177634082E0,-1.812563092E-1,8.793623000E-2,9.898209572E0,9.900259560E0
1.180048405E0,-1.525424421E-1,7.118647546E-2,9.895816803E0,9.897248451E0
1.182462780E0,-1.788634956E-1,7.597211748E-2,9.874281883E0,9.876193934E0
1.184877103E0,-1.716850251E-1,8.793623000E-2,9.879067421E0,9.880950442E0
1.187291426E0,-2.027917206E-1,7.597211748E-2,9.862318039E0,9.864695299E0
1.189705801E0,-1.716850251E-1,8.793623000E-2,9.886245728E0,9.888127382E0
1.192120124E0,-1.310070455E-1,6.879365444E-2,9.895816803E0,9.896923038E0
1.194534447E0,-1.573280841E-1,9.990034252E-2,9.905388832E0,9.907141874E0
1.196948822E0,-1.597209126E-1,1.310070455E-1,9.910174370E0,9.912327156E0
1.199363144E0,-1.836491376E-1,1.094716340E-1,9.871889114E0,9.874204056E0
1.201777467E0,-1.812563092E-1,9.750752151E-2,9.859925270E0,9.862073205E0
1.204191790E0,-1.932204217E-1,7.597211748E-2,9.893424034E0,9.895602307E0
1.206606165E0,-1.860419661E-1,7.357929647E-2,9.867103577E0,9.869131599E0
1.209020488E0,-1.836491376E-1,7.836493850E-2,9.862318039E0,9.864339064E0
1.211434811E0,-1.429711580E-1,8.793623000E-2,9.891031265E0,9.892455359E0
1.213849186E0,-1.956132501E-1,6.640082598E-2,9.907781601E0,9.909934907E0
1.216263509E0,-1.645065546E-1,4.247260094E-2,9.902996063E0,9.904453410E0
1.218677832E0,-1.597209126E-1,8.554340899E-2,9.876674652E0,9.878336430E0
1.221092207E0,-1.956132501E-1,9.990034252E-2,9.857531548E0,9.859978338E0
1.223506530E0,-2.075773627E-1,7.836493850E-2,9.879067421E0,9.881558710E0
1.225920853E0,-1.645065546E-1,7.836493850E-2,9.898209572E0,9.899886676E0
1.228335228E0,-2.219343036E-1,2.333002165E-2,9.886245728E0,9.888764013E0
1.230749551E0,-2.171486616E-1,3.050848842E-2,9.867103577E0,9.869539873E0
1.233163874E0,-1.740778536E-1,2.811566554E-2,9.867103577E0,9.868679070E0
1.235578197E0,-1.716850251E-1,9.750752151E-2,9.869496346E0,9.871471095E0
1.237992572E0,-1.501496136E-1,6.400800496E-2,9.855138779E0,9.856490363E0
1.240406894E0,-1.740778536E-1,8.315058798E-2,9.883852959E0,9.885735503E0
1.242821217E0,-1.860419661E-1,8.554340899E-2,9.879067421E0,9.881189321E0
1.245235592E0,-2.051845491E-1,6.161518395E-2,9.902996063E0,9.905313128E0
1.247649915E0,-1.980060786E-1,9.032905847E-2,9.888638496E0,9.891033164E0
1.250064238E0,-1.740778536E-1,1.190429255E-1,9.879067421E0,9.881318102E0
1.252478613E0,-1.860419661E-1,1.357926875E-1,9.876674652E0,9.879359972E0
1.254892936E0,-2.051845491E-1,1.190429255E-1,9.862318039E0,9.865170501E0
1.257307259E0,-2.099701911E-1,8.075776696E-2,9.888638496E0,9.891197127E0
1.259721634E0,-2.003988922E-1,4.007977992E-2,9.888638496E0,9.890750094E0
1.262135957E0,-1.836491376E-1,5.682953820E-2,9.907781601E0,9.909646455E0
1.264550280E0,-1.836491376E-1,7.597211748E-2,9.898209572E0,9.900204619E0
1.266964655E0,-2.003988922E-1,5.443671346E-2,9.895816803E0,9.897995417E0
1.269378978E0,-1.812563092E-1,6.879365444E-2,9.874281883E0,9.876184948E0
1.271793301E0,-2.051845491E-1,7.357929647E-2,9.864710808E0,9.867118826E0
1.274207624E0,-2.147558331E-1,7.836493850E-2,9.888638496E0,9.891280627E0
1.276621999E0,-1.788634956E-1,9.032905847E-2,9.893424034E0,9.895453027E0
1.279036322E0,-1.908276081E-1,7.357929647E-2,9.895816803E0,9.897930051E0
1.281450644E0,-1.836491376E-1,1.094716340E-1,9.874281883E0,9.876596264E0
1.283865019E0,-1.908276081E-1,9.990034252E-2,9.886245728E0,9.888591904E0
1.286279342E0,-2.075773627E-1,7.836493850E-2,9.883852959E0,9.886343041E0
1.288693665E0,-1.621137410E-1,9.990034252E-2,9.881460190E0,9.883294816E0
1.291108040E0,-2.171486616E-1,5.682953820E-2,9.879067421E0,9.881617087E0
1.293522363E0,-2.195414752E-1,1.118644550E-1,9.876674652E0,9.879747684E0
1.295936686E0,-1.764706671E-1,1.022931710E-1,9.888638496E0,9.890741989E0
1.298351009E0,-1.788634956E-1,9.272187948E-2,9.871889114E0,9.873944712E0
1.300765384E0,-2.051845491E-1,5.682953820E-2,9.876674652E0,9.878969201E0
1.303179707E0,-1.884347796E-1,8.554340899E-2,9.869496346E0,9.871665688E0
1.305594030E0,-1.980060786E-1,9.032905847E-2,9.874281883E0,9.876680032E0
1.308008405E0,-1.812563092E-1,9.750752151E-2,9.879067421E0,9.881211195E0
1.310422728E0,-1.573280841E-1,9.990034252E-2,9.881460190E0,9.883217476E0
1.312837051E0,-2.075773627E-1,8.554340899E-2,9.917352676E0,9.919893656E0
1.315251426E0,-1.788634956E-1,7.357929647E-2,9.859925270E0,9.861821961E0
1.317665749E0,-1.932204217E-1,3.768695518E-2,9.876674652E0,9.878636375E0
1.320080072E0,-1.764706671E-1,7.357929647E-2,9.874281883E0,9.876132771E0
1.322494447E0,-1.788634956E-1,1.070788130E-1,9.879067421E0,9.881266676E0
1.324908769E0,-1.812563092E-1,5.443671346E-2,9.881460190E0,9.883272367E0
1.327323092E0,-1.812563092E-1,9.032905847E-2,9.869496346E0,9.871573902E0
1.329737467E0,-1.501496136E-1,6.161518395E-2,9.891031265E0,9.892362753E0
1.332151790E0,-1.764706671E-1,5.204389244E-2,9.867103577E0,9.868818747E0
1.334566113E0,-1.597209126E-1,5.682953820E-2,9.898209572E0,9.899661262E0
1.336980436E0,-1.621137410E-1,6.879365444E-2,9.874281883E0,9.875852173E0
1.339394811E0,-1.812563092E-1,7.836493850E-2,9.859925270E0,9.861902516E0
1.341809134E0,-1.645065546E-1,4.247260094E-2,9.869496346E0,9.870958638E0
1.344223457E0,-1.980060786E-1,8.075776696E-2,9.864710808E0,9.867028304E0
1.346637832E0,-1.812563092E-1,4.007977992E-2,9.867103577E0,9.868849641E0
1.349052155E0,-1.788634956E-1,7.118647546E-2,9.876674652E0,9.878550594E0
1.351466478E0,-1.884347796E-1,7.118647546E-2,9.900602341E0,9.902651256E0
1.353880853E0,-1.668993831E-1,4.965107143E-2,9.900602341E0,9.902133474E0
1.356295176E0,-1.884347796E-1,9.032905847E-2,9.900602341E0,9.902807365E0
1.358709499E0,-1.597209126E-1,9.272187948E-2,9.857531548E0,9.859261449E0
1.361123874E0,-1.860419661E-1,6.879365444E-2,9.879067421E0,9.881058510E0
1.363538197E0,-1.668993831E-1,1.070788130E-1,9.891031265E0,9.893018789E0
1.365952519E0,-2.075773627E-1,7.357929647E-2,9.902996063E0,9.905444629E0
1.368366894E0,-1.573280841E-1,9.032905847E-2,9.922138214E0,9.923796562E0
1.370781217E0,-1.501496136E-1,1.190429255E-1,9.871889114E0,9.873748569E0
1.373195540E0,-1.597209126E-1,1.094716340E-1,9.874281883E0,9.876180310E0
1.375609863E0,-1.668993831E-1,4.247260094E-2,9.859925270E0,9.861429189E0
1.378024238E0,-2.147558331E-1,6.400800496E-2,9.893424034E0,9.895961611E0
1.380438561E0,-1.238285750E-1,8.554340899E-2,9.881460190E0,9.882606269E0
1.382852884E0,-1.740778536E-1,7.357929647E-2,9.879067421E0,9.880874967E0
1.385267259E0,-1.716850251E-1,6.879365444E-2,9.900602341E0,9.902329778E0
1.387681582E0,-1.740778536E-1,4.965107143E-2,9.888638496E0,9.890295225E0
1.390095905E0,-2.099701911E-1,4.725824669E-2,9.874281883E0,9.876627133E0
1.392510228E0,-1.836491376E-1,6.161518395E-2,9.874281883E0,9.876181759E0
1.394924603E0,-1.884347796E-1,8.315058798E-2,9.893424034E0,9.895567735E0
1.397338926E0,-1.621137410E-1,9.032905847E-2,9.867103577E0,9.868848626E0
1.399753301E0,-1.836491376E-1,9.032905847E-2,9.862318039E0,9.864441365E0
1.402167624E0,-1.836491376E-1,7.597211748E-2,9.876674652E0,9.878674048E0
1.404581947E0,-1.645065546E-1,7.357929647E-2,9.871889114E0,9.873533866E0
1.406996269E0,-1.836491376E-1,9.272187948E-2,9.871889114E0,9.874032562E0
1.409410644E0,-2.243271172E-1,6.161518395E-2,9.883852959E0,9.886590332E0
1.411824967E0,-1.597209126E-1,7.836493850E-2,9.883852959E0,9.885454018E0
1.414239290E0,-1.764706671E-1,9.272187948E-2,9.900602341E0,9.902609048E0
1.416653665E0,-1.621137410E-1,8.554340899E-2,9.881460190E0,9.883160123E0
1.419067988E0,-1.573280841E-1,5.682953820E-2,9.881460190E0,9.882875958E0
1.421482311E0,-2.171486616E-1,1.136590727E-2,9.895816803E0,9.898205541E0
1.423896634E0,-1.956132501E-1,7.597211748E-2,9.895816803E0,9.898041549E0
1.426311009E0,-1.860419661E-1,9.272187948E-2,9.883852959E0,9.886038553E0
1.428725332E0,-2.099701911E-1,6.879365444E-2,9.881460190E0,9.883930166E0
1.431139707E0,-2.147558331E-1,1.190429255E-1,9.874281883E0,9.877334357E0
1.433554030E0,-1.405783296E-1,1.381855011E-1,9.869496346E0,9.871464715E0
1.435968353E0,-1.453639716E-1,9.990034252E-2,9.907781601E0,9.909351493E0
1.438382676E0,-1.764706671E-1,3.768695518E-2,9.902996063E0,9.904639985E0
1.440797051E0,-1.668993831E-1,5.443671346E-2,9.881460190E0,9.883019490E0
1.443211374E0,-1.884347796E-1,9.750752151E-2,9.891031265E0,9.893306569E0
1.445625697E0,-1.740778536E-1,4.486542568E-2,9.871889114E0,9.873525748E0
1.448040072E0,-2.003988922E-1,8.793623000E-2,9.898209572E0,9.900628527E0
1.450454394E0,-1.692921966E-1,8.554340899E-2,9.879067421E0,9.880888150E0
1.452868717E0,-1.932204217E-1,4.725824669E-2,9.874281883E0,9.876285242E0
1.455283092E0,-2.003988922E-1,6.879365444E-2,9.900602341E0,9.902869230E0
1.457697415E0,-1.692921966E-1,6.400800496E-2,9.869496346E0,9.871155707E0
1.460111738E0,-1.932204217E-1,4.725824669E-2,9.905388832E0,9.907385901E0
1.462526061E0,-1.788634956E-1,3.290131316E-2,9.874281883E0,9.875956529E0
1.464940436E0,-1.836491376E-1,8.554340899E-2,9.898209572E0,9.900282693E0
1.467354759E0,-1.956132501E-1,4.247260094E-2,9.869496346E0,9.871526051E0
1.469769082E0,-1.812563092E-1,7.836493850E-2,9.883852959E0,9.885825419E0
1.472183457E0,-1.788634956E-1,3.529413417E-2,9.891031265E0,9.892711323E0
1.474597780E0,-1.980060786E-1,4.965107143E-2,9.888638496E0,9.890745318E0
1.477012103E0,-1.453639716E-1,7.118647546E-2,9.886245728E0,9.887570621E0
1.479426478E0,-1.549352705E-1,3.768695518E-2,9.895816803E0,9.897101366E0
1.481840801E0,-1.692921966E-1,4.486542568E-2,9.879067421E0,9.880619710E0
1.484255124E0,-1.621137410E-1,9.272187948E-2,9.905388832E0,9.907149243E0
1.486669499E0,-1.860419661E-1,5.443671346E-2,9.881460190E0,9.883361293E0
1.489083822E0,-1.836491376E-1,8.075776696E-2,9.891031265E0,9.893065668E0
1.491498144E0,-1.884347796E-1,1.190429255E-1,9.883852959E0,9.886365773E0
1.493912519E0,-1.716850251E-1,1.118644550E-1,9.876674652E0,9.878800109E0
